date,stix,malpedia,secnews,cve
2022-04-05,1801,19,1,122
2022-04-06,1381,16,3,61
2022-04-07,1822,20,3,32
2022-04-08,2006,10,4,53
2022-04-09,1438,2,1,8
2022-04-10,1069,3,0,40
2022-04-11,1303,11,2,182
2022-04-12,1803,22,5,235
2022-04-13,1605,16,0,99
2022-04-14,1324,13,4,64
2022-04-15,1099,6,2,208
2022-04-16,941,1,2,5
2022-04-17,577,2,0,2
2022-04-18,1796,19,6,97
2022-04-19,1467,10,8,137
2022-04-20,1839,8,7,53
2022-04-21,1424,9,2,104
2022-04-22,2900,1,3,44
2022-04-23,774,2,2,1
2022-04-24,963,1,0,3
2022-04-25,1858,12,1,86
2022-04-26,1851,7,4,41
2022-04-27,1462,19,7,79
2022-04-28,1168,12,4,57
2022-04-29,2892,8,4,49
2022-04-30,1227,1,0,8
2022-05-01,874,3,0,26
2022-05-02,1162,9,5,70
2022-05-03,1508,11,3,83
2022-05-04,2389,11,2,133
2022-05-05,1434,12,2,77
2022-05-06,2648,9,1,56
2022-05-07,1514,2,1,4
2022-05-08,422,3,0,6
2022-05-09,1333,6,2,53
2022-05-10,2133,3,1,264
2022-05-11,2280,10,0,96
2022-05-12,1746,25,0,131
2022-05-13,1439,3,4,81
2022-05-14,1105,0,1,2
2022-05-15,866,1,0,7
2022-05-16,2095,14,0,113
2022-05-17,1878,9,1,98
2022-05-18,2210,10,2,85
2022-05-19,1731,17,4,39
2022-05-20,10267,10,1,95
2022-05-21,1006,1,1,8
2022-05-22,865,4,0,1
2022-05-23,1675,5,5,50
2022-05-24,1314,7,3,79
2022-05-25,935,9,9,56
2022-05-26,1807,5,2,158
2022-05-27,732,4,3,49
2022-05-28,599,1,0,0
2022-05-29,625,1,0,9
2022-05-30,801,2,5,27
2022-05-31,997,6,7,117
2022-06-01,964,13,4,105
2022-06-02,1265,15,9,86
2022-06-03,1144,5,11,60
2022-06-04,588,3,1,4
2022-06-05,407,1,0,4
2022-06-06,719,7,2,95
2022-06-07,584,4,0,63
2022-06-08,799,6,2,63
2022-06-09,2076,10,2,82
2022-06-10,891,4,0,33
2022-06-11,452,0,0,8
2022-06-12,465,2,0,11
2022-06-13,1297,10,3,145
2022-06-14,1230,2,2,266
2022-06-15,792,8,2,206
2022-06-16,744,9,1,87
2022-06-17,745,5,1,55
2022-06-18,623,1,2,20
2022-06-19,543,2,0,16
2022-06-20,1120,4,0,57
2022-06-21,1038,8,1,61
2022-06-22,944,1,1,120
2022-06-23,896,9,2,38
2022-06-24,1070,8,0,78
2022-06-25,727,0,0,8
2022-06-26,613,1,0,6
2022-06-27,1312,9,0,136
2022-06-28,697,12,3,74
2022-06-29,1173,8,4,60
2022-06-30,957,12,6,124
2022-07-01,1526,5,2,83
2022-07-02,647,0,0,11
2022-07-03,592,1,0,3
2022-07-04,1013,1,0,40
2022-07-05,677,10,8,30
2022-07-06,862,10,0,99
2022-07-07,1055,12,3,82
2022-07-08,1032,5,4,45
2022-07-09,597,2,1,1
2022-07-10,588,2,0,3
2022-07-11,1654,6,0,301
2022-07-12,603,9,6,236
2022-07-13,1128,12,3,78
2022-07-14,1475,8,4,54
2022-07-15,845,1,2,53
2022-07-16,680,0,0,12
2022-07-17,610,1,0,75
2022-07-18,731,43,6,108
2022-07-19,1335,11,0,141
2022-07-20,757,14,2,102
2022-07-21,744,13,2,29
2022-07-22,1004,5,2,62
2022-07-23,627,1,0,4
2022-07-24,553,2,0,3
2022-07-25,1060,4,0,107
2022-07-26,919,8,2,122
2022-07-27,740,9,0,117
2022-07-28,831,8,2,103
2022-07-29,1107,7,4,63
2022-07-30,588,2,1,1
2022-07-31,387,1,0,1
2022-08-01,1021,5,1,155
2022-08-02,857,7,2,57
2022-08-03,1158,8,2,71
2022-08-04,927,18,1,50
2022-08-05,312,3,2,112
2022-08-06,229,0,1,12
2022-08-07,472,4,0,5
2022-08-08,73,8,1,56
2022-08-09,1070,7,0,243
2022-08-10,774,11,3,32
2022-08-11,527,15,2,192
2022-08-12,1089,6,4,55
2022-08-13,496,2,1,5
2022-08-14,480,0,1,7
2022-08-15,596,11,0,66
2022-08-16,1122,9,2,176
2022-08-17,654,8,0,53
2022-08-18,723,17,2,132
2022-08-19,139,10,1,54
2022-08-20,574,0,1,2
2022-08-21,451,2,0,9
2022-08-22,1126,5,4,92
2022-08-23,911,4,4,85
2022-08-24,708,10,1,70
2022-08-25,413,18,3,247
2022-08-26,225,1,3,65
2022-08-27,139,0,1,9
2022-08-28,506,2,0,37
2022-08-29,244,13,2,101
2022-08-30,1711,7,2,45
2022-08-31,1079,6,1,74
2022-09-01,643,9,4,79
2022-09-02,700,4,0,78
2022-09-03,413,1,1,1
2022-09-04,375,0,0,3
2022-09-05,1079,6,1,40
2022-09-06,1098,15,0,167
2022-09-07,964,8,3,71
2022-09-08,1080,10,0,66
2022-09-09,771,3,1,95
2022-09-10,556,2,0,0
2022-09-11,476,2,0,13
2022-09-12,809,6,3,51
2022-09-13,1045,6,1,253
2022-09-14,792,11,2,57
2022-09-15,876,8,0,94
2022-09-16,724,7,0,202
2022-09-17,537,0,1,7
2022-09-18,140,1,0,7
2022-09-19,132,4,1,107
2022-09-20,686,4,0,95
2022-09-21,719,9,0,91
2022-09-22,971,16,3,77
2022-09-23,1796,5,1,162
2022-09-24,644,1,2,7
2022-09-25,660,3,0,4
2022-09-26,925,7,2,111
2022-09-27,1048,6,3,41
2022-09-28,918,9,0,89
2022-09-29,876,10,1,50
2022-09-30,693,8,3,49
2022-10-01,773,2,2,0
2022-10-02,643,0,0,3
2022-10-03,856,4,0,10158
2022-10-04,766,6,2,10
2022-10-05,843,5,1,2
2022-10-06,775,9,3,60
2022-10-07,620,2,1,109
2022-10-08,646,1,0,4
2022-10-09,563,0,0,5
2022-10-10,790,1,0,41
2022-10-11,835,6,1,286
2022-10-12,801,6,2,93
2022-10-13,570,7,0,69
2022-10-14,1193,2,0,156
2022-10-15,1224,1,1,4
2022-10-16,948,0,0,7
2022-10-17,927,2,1,114
2022-10-18,1246,2,1,127
2022-10-19,893,1,0,137
2022-10-20,1405,3,0,77
2022-10-21,958,2,3,55
2022-10-22,950,1,0,0
2022-10-23,523,1,0,1
2022-10-24,1183,5,1,44
2022-10-25,1132,4,2,89
2022-10-26,877,0,3,49
2022-10-27,747,4,1,55
2022-10-28,170,3,0,79
2022-10-29,652,0,1,10
2022-10-30,468,0,0,8
2022-10-31,864,9,1,83
2022-11-01,858,2,4,214
2022-11-02,156,6,1,68
2022-11-03,827,10,0,116
2022-11-04,545,2,1,39
2022-11-05,993,1,1,2
2022-11-06,631,1,0,6
2022-11-07,661,3,1,65
2022-11-08,1004,4,0,112
2022-11-09,3375,3,3,167
2022-11-10,197,4,3,81
2022-11-11,897,2,0,90
2022-11-12,812,0,0,11
2022-11-13,619,0,0,15
2022-11-14,619,3,0,96
2022-11-15,1081,5,2,110
2022-11-16,1135,5,0,44
2022-11-17,1103,2,2,80
2022-11-18,1558,4,1,66
2022-11-19,929,1,2,5
2022-11-20,554,0,0,8
2022-11-21,644,10,1,84
2022-11-22,1162,3,0,89
2022-11-23,1721,4,0,95
2022-11-24,1484,2,0,21
2022-11-25,3028,4,0,60
2022-11-26,1327,1,0,5
2022-11-27,1020,2,0,8
2022-11-28,1453,3,1,61
2022-11-29,133,4,2,83
2022-11-30,187,9,2,58
2022-12-01,259,5,4,56
2022-12-02,1799,5,3,93
2022-12-03,128,2,1,11
2022-12-04,744,0,0,11
2022-12-05,1032,9,2,106
2022-12-06,1552,7,1,98
2022-12-07,1283,7,0,80
2022-12-08,1115,9,1,100
2022-12-09,841,3,1,36
2022-12-10,1059,0,0,6
2022-12-11,710,0,0,9
2022-12-12,722,6,0,74
2022-12-13,1164,4,2,230
2022-12-14,1076,3,2,89
2022-12-15,2739,6,3,105
2022-12-16,944,5,0,199
2022-12-17,737,1,1,23
2022-12-18,71,6,0,36
2022-12-19,98,4,2,106
2022-12-20,1655,6,0,90
2022-12-21,984,6,2,58
2022-12-22,833,7,2,248
2022-12-23,1233,1,1,76
2022-12-24,626,1,0,14
2022-12-25,604,2,0,45
2022-12-26,593,0,0,88
2022-12-27,1085,3,0,80
2022-12-28,1134,3,0,55
2022-12-29,1092,2,1,29
2022-12-30,1034,3,1,89
2022-12-31,693,1,0,13
2023-01-01,754,1,0,23
2023-01-02,748,0,1,76
2023-01-03,691,3,0,95
2023-01-04,769,6,1,80
2023-01-05,1139,7,2,84
2023-01-06,896,3,1,78
2023-01-07,902,0,0,48
2023-01-08,640,0,0,18
2023-01-09,864,6,0,64
2023-01-10,971,4,1,214
2023-01-11,1070,4,0,143
2023-01-12,845,5,4,103
2023-01-13,1023,4,2,79
2023-01-14,889,0,4,28
2023-01-15,794,0,0,31
2023-01-16,603,4,1,68
2023-01-17,841,3,2,164
2023-01-18,986,4,2,89
2023-01-19,1186,8,2,56
2023-01-20,817,3,2,94
2023-01-21,836,0,0,8
2023-01-22,639,0,0,7
2023-01-23,439,3,0,94
2023-01-24,823,6,3,122
2023-01-25,796,4,3,59
2023-01-26,1316,11,1,172
2023-01-27,1209,5,1,85
2023-01-28,961,0,0,7
2023-01-29,656,2,0,12
2023-01-30,806,2,0,102
2023-01-31,319,2,2,50
2023-02-01,1059,3,3,119
2023-02-02,14113,10,1,53
2023-02-03,1187,9,2,117
2023-02-04,1030,1,1,14
2023-02-05,767,1,0,3
2023-02-06,956,6,2,187
2023-02-07,1012,5,2,82
2023-02-08,2863,7,3,72
2023-02-09,4861,4,1,119
2023-02-10,2848,4,2,74
2023-02-11,5720,1,2,5
2023-02-12,3902,3,0,16
2023-02-13,3503,4,1,119
2023-02-14,4717,8,3,200
2023-02-15,4015,8,0,93
2023-02-16,4412,7,2,171
2023-02-17,4218,3,4,100
2023-02-18,2814,1,0,14
2023-02-19,3789,1,0,9
2023-02-20,3014,4,1,50
2023-02-21,3846,1,2,85
2023-02-22,4283,1,5,61
2023-02-23,4667,7,3,57
2023-02-24,4495,5,0,50
2023-02-25,4734,0,0,18
2023-02-26,4045,1,0,21
2023-02-27,3391,4,2,145
2023-02-28,4430,3,3,113
2023-03-01,3998,4,1,82
2023-03-02,5482,8,1,57
2023-03-03,482,0,1,55
2023-03-04,5609,2,0,8
2023-03-05,5490,0,0,26
2023-03-06,3311,6,0,102
2023-03-07,3747,7,1,169
2023-03-08,5107,4,1,55
2023-03-09,5625,15,3,58
2023-03-10,5227,6,0,69
2023-03-11,2091,1,0,8
2023-03-12,7292,1,0,10
2023-03-13,5553,4,0,82
2023-03-14,855,7,1,161
2023-03-15,8043,6,1,73
2023-03-16,4913,8,3,106
2023-03-17,3731,4,1,57
2023-03-18,6783,1,1,23
2023-03-19,4739,3,0,14
2023-03-20,5722,6,1,61
2023-03-21,6493,4,1,80
2023-03-22,5752,4,0,84
2023-03-23,5329,6,2,142
2023-03-24,6184,4,1,197
2023-03-25,5631,2,2,14
2023-03-26,9333,1,0,15
2023-03-27,5271,5,1,181
2023-03-28,5514,6,0,148
2023-03-29,6977,7,2,232
2023-03-30,6308,19,2,65
2023-03-31,5377,10,1,58
2023-04-01,584,2,2,19
2023-04-02,5842,1,0,11
2023-04-03,4945,6,1,45
2023-04-04,5093,5,1,165
2023-04-05,7085,4,3,139
2023-04-06,5379,4,1,111
2023-04-07,6625,2,0,98
2023-04-08,4905,3,3,20
2023-04-09,3822,2,0,15
